id,ship_name,mmsi,sog,cog,heading,nav_status,lon,lat,width,length,ship_type,p99_speed,iso_flag,iso_anomaly,p99_anomaly,speed_anomaly
2198,ANITA,244110814,6.4,68.9,511,5,5.52754,51.893,7,73,79,6.394,1,False,True,True
2203,MV LITE FERRY 11,548779300,0.0,142.5,511,8,123.94924,10.31747,15,65,60,0.0,1,False,False,False
2212,RESCUE LOVISA,265546970,0.0,242.4,327,15,14.77107,56.04241,4,12,51,0.08699999999999992,1,False,False,False
2213,OCARINA,205569090,0.1,198.8,511,5,3.69719,51.09935,10,80,79,0.092,1,False,True,True
2214,OCEANIC,244690469,0.0,360.0,511,5,3.69132,51.09491,10,85,89,7.644,1,False,False,False
2245,GEMINI,244710703,0.0,244.4,511,0,4.46093,51.89671,6,22,69,0.0,1,False,False,False
2260,ATLANTIC FIR,316009640,0.1,353.0,319,0,-63.54979,44.6478,11,30,52,7.681,1,False,False,False
2261,BSC INTREPID,235107284,0.0,0.0,260,5,1.42115,51.32939,10,26,51,0.0,1,False,False,False
2263,NOOTKA SENTINEL,316045971,0.0,360.0,511,11,-125.54706,48.94513,4,7,54,0.0,1,False,False,False
2267,AURA,367560980,1.7,224.4,40,0,-82.43178,27.90588,13,30,90,1.8,1,False,False,False
2271,TOON HERMANS,244750262,0.0,360.0,511,0,4.89629,52.37928,5,23,69,0.0,1,False,False,False
2272,ST BARTH 2,244001610,0.0,360.0,511,0,7.41482,43.7257,6,24,37,0.0,1,False,False,False
2273,MSC KUMSAL,636020979,0.4,39.5,312,0,-82.42967,27.9046,42,333,71,1.579,1,False,False,False
2277,CB PACIFIC,255806265,0.0,251.8,116,1,-0.15329,49.57027,32,183,80,14.3,1,False,False,False
2278,DREYE,211626280,0.0,0.0,511,5,8.86989,53.05827,5,19,99,0.0,1,False,False,False
2904,WESTERN   DAWN,366264360,3.8,348.1,349,0,-122.42587,47.76803,10,30,30,4.8950000000000005,1,False,False,False
2908,HORIZON 9,565263000,0.0,360.0,269,8,103.82016,1.26287,9,38,40,0.0,1,False,False,False
429,TENDER 15,244830655,0.0,360.0,511,15,4.48574,51.89636,4,11,69,0.988,1,False,False,False
431,MRS GREY,255912860,0.0,328.2,269,5,-0.31268,39.46144,7,40,37,0.0,1,False,False,False
433,HUANGYAN SPIRIT,636015828,0.3,208.6,29,1,31.18815,-29.79244,24,160,70,0.399,1,False,False,False
559,VB FALCON,205233000,0.0,11.5,238,0,4.39732,51.89991,10,30,90,0.0,1,False,False,False
588,TRAVELER,367770160,0.0,190.0,137,7,-122.36847,47.65758,12,35,30,0.0,1,False,False,False
593,MAGIA,269041000,0.0,56.9,251,1,-123.07708,49.30232,32,190,70,9.883,1,False,False,False
605,BARK,244170067,0.0,0.0,511,5,4.79409,51.81828,7,55,79,0.08499999999999996,1,False,False,False
606,PUTFORD DEFENDER,232017303,1.3,256.9,153,0,0.88772,54.09806,17,61,70,3.97,1,False,False,False
627,RHEINTANK36,211507020,0.0,328.5,511,0,14.32805,48.29784,5,39,80,0.0,1,False,False,False
631,BARBARA J MULHOLLAND,367569830,5.1,340.9,340,0,-118.2708,33.72582,12,30,31,5.2,1,False,False,False
634,AQUILA,244710842,0.0,322.4,511,0,3.23467,51.29766,9,89,79,0.0,1,False,False,False
643,KONG HARALD,257200000,13.7,124.6,125,0,22.2925,70.28762,20,122,60,13.697999999999999,1,False,True,True
1824,JEAN TURECAMO,366938440,0.0,188.6,200,0,-93.85786,29.96638,10,33,52,0.0,1,False,False,False
1827,ORYX,538071092,0.1,217.0,278,0,7.60086,43.78859,8,42,37,0.1,1,False,False,False
1831,FATSA,215353000,0.0,186.3,5,5,22.7984,37.56794,8,38,37,0.0,1,False,False,False
1832,WSF TACOMA,366772760,0.1,279.2,282,0,-122.50908,47.62242,28,140,60,19.793,1,False,False,False
1833,HULK,247454600,0.0,337.3,356,3,13.76789,45.6355,9,30,52,3.8,1,False,False,False
1835,MILELE,205586990,0.0,31.4,511,0,4.25492,51.50688,9,80,79,0.0,1,False,False,False
1872,OCEAN GEORGIE BAIN,316016013,0.0,349.3,176,8,-123.02832,49.29834,9,22,52,6.195,1,False,False,False
1880,ALMA KAPPA,228396600,1.0,61.3,191,0,-2.4178,46.81521,12,37,52,1.0990000000000002,1,False,False,False
1899,TE KOTUKU,512004511,0.0,357.6,511,0,174.76729,-36.84133,10,34,49,0.0,1,False,False,False
2082,COMBINATION,244620662,0.0,360.0,511,5,4.66541,52.47268,12,110,90,8.852,1,False,False,False
2089,ZWINDAM,205375190,0.0,299.2,511,0,4.47962,51.89795,9,80,90,0.0,1,False,False,False
2101,CUNADO II,244770241,0.0,360.0,511,5,4.60833,51.80773,10,18,79,0.0,1,False,False,False
2103,NACC POROS,255801370,0.0,289.3,339,5,-122.34345,47.55473,17,120,70,0.0,1,False,False,False
2104,POINTE DE CAUX,228437800,5.8,82.0,99,0,3.68659,51.4591,14,110,89,6.3,1,False,False,False
2115,EDDA FLORA,258245000,9.8,136.2,133,3,23.53728,70.82377,20,95,90,9.792000000000002,1,False,True,True
2154,P94,244030067,0.0,37.4,15,5,5.85259,51.85078,6,21,99,0.19699999999999998,1,False,False,False
2199,ORION 2,211418860,0.0,86.8,79,0,9.41209,53.7848,14,86,99,0.0,1,False,False,False
2205,MERSEY,246262000,0.6,302.2,296,3,9.28238,53.86469,12,43,33,0.6,1,False,False,False
2209,LADY HESTER,244997000,9.8,8.7,10,0,12.69802,55.75528,14,97,70,9.798,1,False,True,True
2210,SULEFJORD,257036400,0.0,187.1,185,5,4.90846,61.09811,12,15,79,0.196,1,False,False,False
2223,ZWAANTJE,244130277,0.0,360.0,511,0,6.08599,51.9965,8,55,70,0.0,1,False,False,False
2247,BOADICEA,244002326,0.0,360.0,511,5,5.28904,52.6984,7,24,37,0.0,1,False,False,False
2248,EL CAZADOR,255915864,0.0,143.4,326,9,23.65,37.93147,8,44,37,0.098,1,False,False,False
2252,MARGOT,244620518,0.0,360.0,511,8,5.83517,53.19414,6,32,69,0.0,1,False,False,False
2254,PIONEER (PILOTS),245711000,0.0,195.8,73,0,6.20602,53.40759,6,21,50,0.1,1,False,False,False
2279,DARYA MIRA,477714800,0.0,351.8,300,5,-123.12463,49.31173,32,200,70,19.579,1,False,False,False
2301,LANGE WAPPER,205309000,1.6,309.3,316,3,-0.17263,49.52796,28,133,33,2.095,1,False,False,False
2305,TALAVERA,225999513,0.1,107.0,228,0,-8.73007,42.24002,12,23,52,10.584999999999999,1,False,False,False
2333,SCH.7 LUCKY-SEVEN.:.,244010526,0.0,300.3,511,7,4.27011,52.09932,4,9,10,0.0,1,False,False,False
2337,GEORGIA QUEEN,367726210,4.8,141.0,139,0,-81.10133,32.09072,19,53,60,4.99,1,False,False,False
2347,DZ82 NOVA CURA,244780810,0.0,0.0,511,0,5.59636,52.66064,5,18,0,0.0,1,False,False,False
2351,SEVEN SISTERS,228244700,15.8,154.0,150,0,0.24372,50.57598,25,143,70,15.897,1,False,False,False
2358,DANPILOT ALFA,219022256,0.0,222.7,206,0,11.9288,54.57205,6,20,50,0.0,1,False,False,False
2367,JOHN M LEDCOR,316027744,4.6,245.4,511,0,-123.12694,49.20025,5,14,52,4.6930000000000005,1,False,False,False
2378,PSA HULK CS04,563060100,6.2,222.2,511,5,103.76563,1.25143,13,32,99,8.356,1,False,False,False
2393,GUARD,366887300,0.4,116.5,277,0,-122.34158,47.5966,11,39,52,0.994,1,False,False,False
2396,CHALLENGER,244670574,0.0,0.0,511,5,5.92779,53.15759,9,82,89,0.0,1,False,False,False
2402,FN75 NICOLINE,220138000,0.0,278.0,511,7,9.95784,57.59404,5,26,30,0.0,1,False,False,False
2425,PATRICIA ANNE,367505060,0.0,235.9,185,12,-93.86475,29.96037,34,119,57,0.0,1,False,False,False
2433,GELDERLAND,244710428,0.0,340.0,12,5,5.85246,51.85083,6,20,99,0.0,1,False,False,False
2434,JANNY,244750208,0.0,0.0,511,15,3.82746,51.32064,5,27,33,0.0,1,False,False,False
2441,IVS TEMBE,563933000,0.0,254.1,342,5,4.27469,51.88502,30,180,70,12.9,1,False,False,False
2443,GRAY SALVOR,235024027,0.0,352.0,511,5,-1.32345,50.8343,5,16,52,0.0,1,False,False,False
2484,AMADEUS RIVA,218006380,0.0,43.1,48,5,5.29014,52.69747,12,135,60,0.0,1,False,False,False
2485,FRIO OCEANIC,311001580,0.0,150.7,26,5,-8.67151,42.27435,21,141,70,0.0,1,False,False,False
2489,RYGERKONGEN,258098500,0.0,251.5,331,5,5.71658,58.98222,8,23,40,0.0,1,False,False,False
2633,YUKSEL KARABEKIR,373211000,0.1,120.8,34,1,28.90734,40.97274,18,108,70,1.2399999999999995,1,False,False,False
2636,CAP D AUNIS,227001640,0.1,199.7,511,3,-1.2212,46.15781,12,65,33,0.1,1,False,False,False
2637,ARCTIC CAPTAIN,257009450,0.1,360.0,511,15,13.60341,66.90883,6,12,70,0.1,1,False,False,False
432,AGNES ESSBERGER,255806192,0.0,301.6,31,0,10.22402,56.14794,19,126,80,0.0,1,False,False,False
434,ECO MAESTRO,256339000,10.5,258.7,257,0,11.21424,56.12115,27,148,70,10.5,1,False,False,False
438,XIN ZI LANG 6,413563030,0.0,327.1,152,1,55.07195,25.42917,36,171,33,0.0,1,False,False,False
445,SPARTITAXUS,244750183,0.0,0.0,511,0,6.93296,53.31519,7,55,0,0.0,1,False,False,False
458,CEZANNE,563062300,15.2,251.3,252,0,103.92601,1.23033,48,300,70,15.298,1,False,False,False
462,RIJNLAND,244700264,0.0,360.0,511,5,5.69046,50.80155,9,70,79,0.0,1,False,False,False
467,RO SAILOR,257458000,0.0,129.5,303,0,5.57143,62.20423,15,79,70,0.0,1,False,False,False
468,LAUREN FOSS,368321010,0.0,341.1,341,5,-124.6132,48.36854,12,45,31,0.0,1,False,False,False
469,DEI AMOR,244196681,0.0,357.0,111,5,6.09135,51.8559,10,85,20,0.0,1,False,False,False
470,FLORENTINA,270408000,0.0,360.0,511,0,4.46728,51.90258,10,80,69,0.0,1,False,False,False
471,AQUILA,563271700,8.8,91.4,94,0,7.38345,54.15597,32,183,82,13.394,1,False,False,False
472,SEAZIP 6,244650652,0.0,290.5,117,0,4.59087,52.45912,10,26,99,0.0,1,False,False,False
473,CAROLA,211755630,0.0,360.0,511,0,13.33987,52.53677,6,27,69,0.0,1,False,False,False
474,SVANHILD,230991880,0.0,185.0,17,5,24.96188,60.17043,7,35,36,0.0,1,False,False,False
475,KITA,244650753,0.0,360.0,350,5,4.34332,51.32777,12,110,80,10.456,1,False,False,False
477,EILTANK 49,211484440,0.0,360.0,511,0,6.13528,51.84927,12,100,83,1.068,1,False,False,False
484,SY VENTOLEIRO,224429790,0.0,321.1,511,8,-8.70634,42.25734,6,22,36,0.0,1,False,False,False
491,QUETZAL,636024108,15.2,172.6,175,0,-74.67978,38.28756,28,170,71,15.296000000000001,1,False,False,False
497,ASTRID EMILIE,259388000,0.0,360.0,291,0,10.07103,63.73,8,23,30,2.548,1,False,False,False
498,VAHALIS 2,244010890,0.0,360.0,511,15,5.44209,51.88752,6,24,37,0.0,1,False,False,False
499,TERNAN,265510570,0.1,59.0,79,4,19.01706,59.62546,6,30,69,0.18900000000000006,1,False,False,False
500,GRAND MARK,355029000,0.0,240.5,129,5,-118.21158,33.7462,32,200,70,19.579,1,False,False,False
502,LYSOY,257056190,7.0,11.5,12,0,5.4261,60.13953,21,134,60,7.576,1,False,False,False
510,PATRIA 46,525801358,0.0,261.6,511,15,109.82482,-6.85464,8,27,52,0.0,1,False,False,False
523,PRINS JOHAN FRISO,244780646,0.0,360.0,511,0,4.89343,52.36794,4,18,69,0.1,1,False,False,False
526,OOCL SWEDEN,477949300,8.4,20.2,326,5,18.71125,54.38807,61,399,71,8.4,-1,True,False,True
530,KAREEM JUNIOR,667001771,0.4,116.5,48,1,28.33468,43.35913,18,98,70,0.4,1,False,False,False
535,SD NUTBOURNE,235101366,0.0,81.9,511,15,-1.10684,50.806,7,18,60,0.0,1,False,False,False
541,LARGO,244373705,0.0,360.0,511,0,4.21797,51.89512,5,23,37,0.0,1,False,False,False
551,LEYHOERN,211363350,0.0,169.0,76,5,7.20502,53.35832,9,41,54,0.0,1,False,False,False
552,IFESTOS 3,240612000,0.1,131.3,511,0,23.56252,37.92097,8,30,52,0.19299999999999998,1,False,False,False
554,TRITON,367774360,8.5,358.0,1,0,-80.11461,26.08017,20,23,31,8.416,1,False,True,True
555,UKKOPEKKA,230938590,0.1,17.4,228,0,22.25313,60.44405,7,33,60,0.1,1,False,False,False
557,CHRISTOS XXI,241011000,0.0,42.0,82,0,23.59569,38.02897,7,22,52,0.0,1,False,False,False
558,BRINJAL,211285490,9.4,77.9,511,0,4.5271,51.69464,16,110,80,9.4,1,False,False,False
561,CALA MESQUIDA,225999596,0.0,78.1,255,8,2.18262,41.36488,13,25,52,5.732000000000001,1,False,False,False
564,FRIENDSHIP,503345400,12.3,166.0,172,0,151.23368,-33.84707,10,25,60,12.222,1,False,True,True
568,SABINE,211295740,0.0,360.0,511,0,9.96576,53.54564,4,18,60,0.0,1,False,False,False
575,MISSISSIPPI,255995000,0.0,31.6,90,5,-118.20177,33.74369,37,255,74,0.0,1,False,False,False
579,DR. RAY,368171270,0.0,159.5,108,5,-122.31137,37.79474,10,26,52,0.0,1,False,False,False
582,POLARIS PRINCESS,538009732,10.7,143.6,144,0,5.96686,43.07501,20,117,70,11.197999999999999,1,False,False,False
590,POLAR,265079580,0.0,128.0,298,0,11.56409,57.94439,13,50,30,0.0,1,False,False,False
594,X-PRESS TAGUS,255805954,0.0,83.0,258,5,4.06742,51.95013,22,134,71,0.0,1,False,False,False
599,ISLAND VIKING,368637000,1.2,60.9,27,12,-122.36635,47.58914,10,164,52,6.67,1,False,False,False
600,MON DESIR,244660883,0.0,230.1,511,15,5.28684,52.69631,6,30,36,0.0,1,False,False,False
601,CLIPPER IRIS,538010389,0.0,314.5,173,5,-4.35377,55.8726,32,199,70,18.078000000000003,1,False,False,False
602,TRAMONTANA,247147480,7.9,70.2,511,0,27.38274,36.52742,8,30,30,7.9,1,False,False,False
607,WINDCAT 47,232031335,0.0,282.3,303,5,4.5927,52.45854,7,24,40,0.0,1,False,False,False
610,VEJA,244830301,8.4,256.6,254,5,4.48068,51.83527,12,110,79,9.854999999999999,1,False,False,False
617,BW MESSINA,357498000,0.0,153.1,268,5,-75.29383,39.84532,36,226,81,0.0,1,False,False,False
619,ABEL TASMAN,244810550,0.0,360.0,511,15,5.43693,52.51723,7,40,69,0.0,1,False,False,False
624,COMMANDER,232058262,1.6,87.4,88,0,0.37499,51.44559,5,17,50,17.796,1,False,False,False
628,BLUE ECLIPSE 1,232048902,4.3,95.9,511,3,7.03536,57.53912,4,18,90,4.294,1,False,True,True
632,INVENTORY,205509290,6.6,199.3,200,0,3.92437,51.42767,12,110,80,10.456,1,False,False,False
639,SAM,244850769,0.0,360.0,511,7,4.83412,52.40564,6,40,0,0.0,1,False,False,False
641,HERO,258356500,0.0,360.0,511,0,15.30323,68.94195,5,12,79,0.0,1,False,False,False
1911,IJVEER 63,244180881,0.0,360.0,511,0,4.9027,52.38216,9,34,69,0.0,1,False,False,False
1919,BREITLING,211624750,0.0,0.0,57,0,12.09306,54.17677,12,40,99,0.0,1,False,False,False
1977,NIVOMA,244700909,7.1,1.3,511,0,3.96283,51.58935,9,85,79,7.098999999999999,1,False,True,True
2021,MCS SIROCCO,235090843,0.0,314.3,511,0,4.93963,51.83138,10,26,49,0.0,1,False,False,False
2048,NEDSTRANDSBUEN,259042380,0.0,13.8,511,0,5.85274,59.34298,8,15,70,0.1,1,False,False,False
486,ACAMAR,232016997,0.0,181.4,511,15,-0.23887,50.82956,5,16,52,0.0,1,False,False,False
492,JUST JS,319088500,0.0,134.9,307,5,7.01547,43.54579,12,61,37,0.0,1,False,False,False
506,QUEEN,265549190,0.0,358.7,303,0,18.7059,59.28713,10,31,70,0.0,1,False,False,False
525,SOLEIL,431017055,20.3,254.9,255,0,136.08928,33.40412,26,223,60,20.788,1,False,False,False
528,HERA,211183010,8.9,311.5,312,0,3.92497,52.04428,25,155,70,10.565999999999999,1,False,False,False
543,ALVELI,265738540,0.0,323.4,243,0,11.93971,57.7043,8,33,60,5.76,1,False,False,False
651,MARANATHA,244660562,0.0,123.9,511,5,5.99131,53.18488,5,20,52,0.0,1,False,False,False
652,DRIE GEBROEDERS,244170408,0.0,360.0,511,0,4.48434,51.91614,5,21,37,0.0,1,False,False,False
653,SATURNUS,266464000,0.0,355.3,352,5,4.74718,52.41436,19,120,89,0.0,1,False,False,False
654,ABBE,257002270,0.0,360.0,511,5,5.31677,60.40965,7,19,52,0.0,1,False,False,False
655,NOUR AL HUDA,642122078,0.0,0.0,511,7,12.51923,38.01153,7,23,99,0.0,1,False,False,False
656,WAN HAI 276,563150700,0.0,178.7,316,5,100.58529,13.69711,28,172,74,0.09699999999999998,1,False,False,False
657,ZEEBRIES,244182182,0.0,360.0,511,0,3.77399,51.37793,11,86,33,0.19399999999999995,1,False,False,False
658,MISS JEAN,367452990,0.0,360.0,511,2,-91.15282,29.68547,9,29,31,0.0,1,False,False,False
659,KNOLL,257500700,0.0,360.0,511,0,9.14918,63.37641,5,10,79,0.0,1,False,False,False
660,SANCO STAR,236483000,0.0,249.0,248,5,5.6515,62.29876,16,80,90,0.096,1,False,False,False
661,TRANSPORTER,257097100,0.0,55.1,178,5,5.01755,60.41355,6,14,79,0.0,1,False,False,False
662,MONET,253242509,8.4,355.2,511,0,5.07918,52.08795,12,110,69,9.04,1,False,False,False
663,ROCKY,244860678,0.3,54.1,511,0,5.63542,52.65509,2,8,33,0.296,1,False,True,True
664,OCEAN LEE,316047351,0.0,50.0,358,5,-123.13928,49.27375,4,13,30,0.0,1,False,False,False
665,HORNOEY,258772000,0.0,151.0,136,5,23.68614,70.66349,9,31,45,0.0,1,False,False,False
666,LINDOS,237500000,0.0,360.0,511,15,22.82057,37.31652,11,68,80,0.0,1,False,False,False
667,NORN,319261700,0.4,16.8,324,0,-76.46553,38.97528,15,89,37,0.397,1,False,True,True
668,AGIAVARVARA,237852000,2.8,128.0,128,5,26.94225,37.14893,6,28,30,2.8,1,False,False,False
669,LYNNE M ROSE,368261750,0.0,253.0,58,0,-118.21123,33.74846,28,218,57,0.0,1,False,False,False
670,FAIRPLAY-91,218007800,0.1,343.1,90,0,9.92214,53.54303,13,25,52,5.732000000000001,1,False,False,False
671,ORO,219003141,0.0,92.2,218,0,11.70869,55.72105,10,42,69,0.0,1,False,False,False
672,SUYDERSEE,244700954,0.0,0.0,511,0,5.43739,53.17991,7,39,69,0.0,1,False,False,False
673,HANSA III,211136510,0.0,360.0,511,0,9.98581,53.5443,5,20,69,0.0,1,False,False,False
674,AMERPLUS,244670315,0.0,125.4,511,9,6.05285,51.86754,6,24,99,0.0,1,False,False,False
675,ECOBREEZE,240871000,0.0,0.0,238,0,23.53286,38.03761,12,80,81,0.0,1,False,False,False
676,VEERKRACHT,244650014,6.1,101.6,511,0,4.78594,52.42465,10,100,79,6.2,1,False,False,False
677,SENDO MARE,244181802,7.7,83.6,511,5,4.51445,51.69313,15,124,79,7.7,1,False,False,False
678,SCH 81 CAROLIEN,246274000,0.0,320.3,122,5,4.58554,52.45773,17,126,30,0.0,1,False,False,False
679,STARK,259038500,0.0,90.8,511,0,30.05531,69.73057,6,18,52,0.0,1,False,False,False
680,LYSOY,257056190,6.9,13.5,12,0,5.42626,60.13989,21,134,60,7.576,1,False,False,False
681,OOCL SWEDEN,477949300,8.4,20.2,326,5,18.71125,54.38807,61,399,71,8.4,-1,True,False,True
682,NEW JOURNEY,356548000,0.1,87.8,157,1,115.71169,-32.20595,28,176,70,0.1,1,False,False,False
683,TAK-10,277540000,0.1,239.1,152,0,21.12508,55.70159,10,28,52,8.568,1,False,False,False
684,DALE PYATT,367766220,0.0,49.5,511,3,-76.48314,39.19657,20,50,33,0.0,1,False,False,False
685,JAN LUIJKEN,244870645,0.0,360.0,511,0,4.88683,52.35402,4,18,69,0.1,1,False,False,False
686,EXPRESS 2,219018172,0.0,125.9,22,0,10.25341,56.15268,31,112,40,0.0,1,False,False,False
687,RHEINSCHWAN,211820680,0.0,360.0,511,0,6.9864,50.82567,7,27,69,0.0,1,False,False,False
688,AART SR,244660738,0.0,82.5,511,0,4.63475,51.80405,5,29,99,0.0,1,False,False,False
689,SEASPAN RESOLUTION,316014995,0.0,321.0,359,0,-123.10686,49.31068,14,28,52,0.0,1,False,False,False
690,THE COTAI STRIP EXPO,477937300,0.0,309.6,9,9,114.1503,22.31824,12,47,40,0.09299999999999997,1,False,False,False
691,SC SEA LORD,244498000,4.6,257.0,258,3,5.47662,58.85352,10,40,52,6.140000000000001,1,False,False,False
692,STOLT CALLUNA,636025473,0.1,126.0,143,1,103.7025,1.18394,28,185,80,0.1,1,False,False,False
693,EMERALD EXPRESS,304840000,10.4,304.6,303,0,-80.06701,26.08256,11,53,70,10.394,1,False,True,True
694,EMERALD EXPRESS,304840000,10.3,306.5,303,0,-80.06697,26.08253,11,53,70,10.394,1,False,False,False
695,LINQUENDA,244033341,0.0,0.0,511,0,4.48276,52.16124,5,29,37,0.0,1,False,False,False
696,ST ANGELO,248076000,0.0,248.4,45,0,14.5421,35.81614,13,29,52,0.0,1,False,False,False
697,TAK 5,277149000,0.1,352.0,511,5,21.12668,55.70052,9,27,52,8.693,1,False,False,False
698,WEST PHOENIX,370506000,0.0,353.1,223,5,5.02874,60.8671,75,118,90,0.0,1,False,False,False
699,AASLAND,255916027,10.7,356.1,0,0,6.38695,53.77234,16,120,70,10.7,1,False,False,False
700,GREEN MASTER,244050578,0.0,0.0,511,0,5.7595,50.97859,7,73,79,6.394,1,False,False,False
701,SANMARTIN,225990254,0.0,360.0,231,0,-8.72965,42.2401,10,18,52,1.09,1,False,False,False
702,TEYAN IIII,244700542,0.0,141.4,511,0,5.71562,51.01475,6,50,79,0.0,1,False,False,False
703,THEODELA L,253242488,6.0,37.1,511,0,5.43293,51.87654,12,110,99,6.180000000000001,1,False,False,False
704,JACOBA MARIA,232023795,0.0,230.0,192,0,3.59124,51.44572,10,36,30,0.0,1,False,False,False
705,PEACE,207138000,11.0,88.0,87,0,10.03204,57.79666,22,153,70,11.097,1,False,False,False
706,HA41 ANTJE,244277000,0.0,97.9,3,0,5.45234,53.17711,5,21,30,0.0,1,False,False,False
710,LIAMARE,245455000,8.7,94.0,89,0,9.81753,57.79258,15,107,79,8.7,1,False,False,False
711,GALTVAG,257871700,0.1,360.0,511,6,14.57495,68.24203,5,15,70,0.099,1,False,True,True
720,AVICIA,244660520,5.9,165.1,511,0,6.97327,50.91657,11,110,80,7.628,1,False,False,False
722,WIND OF CHANGE,226341000,0.1,187.3,92,3,7.05279,54.09903,20,83,90,0.1,1,False,False,False
2066,APOSTOL SAN ANDRES,224022620,7.0,255.6,511,15,-7.74649,43.75914,5,20,99,6.999,1,False,True,True
2068,LE VICTOR,227179740,0.0,360.0,511,0,7.31482,43.7003,8,23,52,0.0,1,False,False,False
2915,MARIANNE SCHULTE,563549000,12.0,140.3,140,0,-80.94965,32.06488,30,189,70,12.093,1,False,False,False
2940,STEN POSEIDON,255953000,0.0,90.5,321,5,0.12485,49.47063,23,144,80,10.948,1,False,False,False
2946,NELLY,244730988,0.0,360.0,511,0,5.42342,52.50666,8,64,79,0.0,1,False,False,False
2947,COSMOS,205260390,0.0,360.0,511,5,3.80119,51.21054,10,85,80,0.0,1,False,False,False
2952,MARGARET OLLEY,503100470,8.6,179.5,176,0,151.21236,-33.85687,7,24,60,14.000000000000002,1,False,False,False
2956,COTRANS 9,244620973,0.1,198.5,511,0,6.05768,52.51586,7,70,70,0.1,1,False,False,False
2957,MSC JOY,356037000,15.8,141.3,140,0,19.05902,60.14473,31,202,72,15.8,1,False,False,False
2958,MARE @@BA@@@C,249791000,0.0,0.0,511,0,4.78262,52.79616,9,390,0,0.0,-1,True,False,True
2964,BASEN,257323400,0.0,234.9,138,5,5.27547,59.81521,10,30,70,0.0,1,False,False,False
2968,MULTI OCEAN,232054731,0.0,175.3,279,0,-5.71164,57.27938,9,16,79,0.0,1,False,False,False
2971,DUBAI EXPRESS,636093143,19.1,290.8,290,0,-0.38581,49.62393,32,262,70,19.394,1,False,False,False
2972,GLENSANDA,244670873,0.0,360.0,511,5,4.72018,51.81825,10,86,79,10.4,1,False,False,False
2978,VIGILANT,244700602,0.0,360.0,511,0,4.56296,51.90891,8,55,0,0.0,1,False,False,False
2979,ATLANTA SPIRIT,311000438,0.0,137.4,42,0,31.21428,-29.69656,48,274,80,0.096,1,False,False,False
2980,BUNUN FORTUNE,354804000,4.6,269.6,260,0,31.02567,-29.86832,30,180,70,12.9,1,False,False,False
2992,STAR DUBLIN,636025363,0.1,158.9,100,5,-93.88817,29.98227,32,199,70,18.078000000000003,1,False,False,False
3014,ALPHA LEGACY,538007855,0.1,356.0,92,1,-122.50181,47.30795,32,229,70,13.667,1,False,False,False
3033,ELBINSEL,255915667,10.8,113.8,116,0,11.44696,54.50188,27,170,70,12.7,1,False,False,False
3035,CL NOGARO,205136000,0.0,220.5,170,5,-1.36174,54.91003,13,88,70,10.210999999999997,1,False,False,False
3036,PHERUSA,211487210,6.7,347.1,511,0,4.89544,52.38872,12,110,80,10.456,1,False,False,False
3040,ITOTO,241708000,0.0,360.0,511,5,23.66853,37.93856,10,60,37,0.0,1,False,False,False
3046,MUSEUM VESSEL M20,265504780,0.0,360.0,198,5,18.09049,59.3271,5,28,90,0.0,1,False,False,False
3061,QUANTICO CREEK,367466650,0.0,212.2,181,0,-82.42866,27.92143,10,28,52,8.568,1,False,False,False
3226,OMVAC EUME,255916280,9.1,316.8,317,0,-6.92894,37.18176,14,78,33,9.1,1,False,False,False
3263,TS2 SVEN,245552000,0.0,30.3,20,0,5.21678,53.35885,5,20,30,11.2,1,False,False,False
3264,ECO ADRIATICA,247384100,0.0,22.3,270,5,-0.30693,39.44469,34,238,71,0.0,1,False,False,False
3279,ELYSSA,672704000,19.6,347.0,349,0,9.69742,42.87475,26,192,71,19.6,1,False,False,False
3282,AQUILA,244710842,0.0,322.4,511,0,3.23466,51.29765,9,89,79,0.0,1,False,False,False
3284,HERMAN S,244140588,0.0,360.0,511,15,4.69215,51.82071,8,35,99,0.0,1,False,False,False
3292,CATALAN SEA,636016699,12.2,243.3,245,0,8.44662,57.50044,44,250,80,12.939,1,False,False,False
3296,YE238 GEERTRUIDA,244328000,11.2,84.6,88,0,3.39143,51.40282,5,20,30,11.2,1,False,False,False
3298,STENA FORERUNNER,244030593,15.9,303.5,301,0,1.98999,52.76273,26,196,79,16.0,1,False,False,False
3299,ARGUS,211327610,0.0,315.0,309,0,8.14937,53.51498,5,16,98,0.0,1,False,False,False
3300,ALEGRIA 1,373090000,10.0,262.7,264,0,144.38551,-38.1243,42,228,80,9.998,1,False,True,True
3305,LOURINA,244710304,0.0,360.0,511,5,4.4992,51.92151,6,25,0,0.0,1,False,False,False
3307,QIJI636,413800827,0.0,110.7,110,5,114.15964,22.31491,11,50,70,0.098,1,False,False,False
3311,SEA VANQUISH,246702000,0.0,130.6,300,0,11.37527,54.6384,9,29,52,0.0,1,False,False,False
3313,SECUNDA,244130961,0.0,0.0,511,0,4.93959,52.22973,4,25,37,0.0,1,False,False,False
3316,W. PEARCE,316009929,4.1,333.9,511,0,-130.33982,54.22343,6,5,52,4.397,1,False,False,False
3319,TOKAJ 4,243042837,0.0,360.0,511,0,4.32697,51.65229,12,110,20,0.0,1,False,False,False
3327,JANE MERRICK,367620420,0.0,348.9,352,12,-94.03329,30.03045,34,116,57,6.4,1,False,False,False
